measurement_id,compound_id,compound_label,descriptor,smiles,smiles_source,smiles_note,source_short,source_journal,source_year,source_doi,source_title,target_raw,target_std,assay_category,assay_subtype,value_raw,unit_raw,value_std,unit_std,censor,table_ref,note,conflict_flag
84,Li2009_JMC__beta-FNA,beta-FNA,,COC(=O)C=CC(=O)NC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,pubchem:name='beta-funaltrexamine',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),2,ratio,2.0,ratio,,Table 2,,
85,Li2009_JMC__CTAP,CTAP,,CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,pubchem:name='CTAP',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),2.02±0.71,nM,2.02,nM,,Table 2,,
86,Li2009_JMC__CTAP,CTAP,,CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,pubchem:name='CTAP',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),1441.0±106.1,nM,1441.0,nM,,Table 2,,
87,Li2009_JMC__CTAP,CTAP,,CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,pubchem:name='CTAP',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),1012.7±174.8,nM,1012.7,nM,,Table 2,,
88,Li2009_JMC__CTAP,CTAP,,CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,pubchem:name='CTAP',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),713,ratio,713.0,ratio,,Table 2,,
89,Li2009_JMC__CTAP,CTAP,,CC(C1C(=O)NC(C(SSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCN=C(N)N)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)(C)C)C(=O)NC(C(C)O)C(=O)N)O,pubchem:name='CTAP',,Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),501,ratio,501.0,ratio,,Table 2,,
90,Li2009_JMC__1,1,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),2.65±0.42,nM,2.65,nM,,Table 2,,
91,Li2009_JMC__1,1,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),64.46±15.97,nM,64.46,nM,,Table 2,,
92,Li2009_JMC__1,1,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),222.58±11.97,nM,222.58,nM,,Table 2,,
93,Li2009_JMC__1,1,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),24,ratio,24.0,ratio,,Table 2,,
94,Li2009_JMC__1,1,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),84,ratio,84.0,ratio,,Table 2,,
95,Li2009_JMC__2,2,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),5.85±1.41,nM,5.85,nM,,Table 2,,
96,Li2009_JMC__2,2,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),215.18±21.02,nM,215.18,nM,,Table 2,,
97,Li2009_JMC__2,2,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),277.96±67.77,nM,277.96,nM,,Table 2,,
98,Li2009_JMC__2,2,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),37,ratio,37.0,ratio,,Table 2,,
99,Li2009_JMC__2,2,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),47,ratio,47.0,ratio,,Table 2,,
100,Li2009_JMC__3,3,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.15±0.07,nM,0.15,nM,,Table 2,,
101,Li2009_JMC__3,3,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),40.78±8.39,nM,40.78,nM,,Table 2,,
102,Li2009_JMC__3,3,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),77.23±22.43,nM,77.23,nM,,Table 2,,
103,Li2009_JMC__3,3,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),265,ratio,265.0,ratio,,Table 2,,
104,Li2009_JMC__3,3,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),501,ratio,501.0,ratio,,Table 2,,
105,Li2009_JMC__4,4,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.14±0.04,nM,0.14,nM,,Table 2,,
106,Li2009_JMC__4,4,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),191.98±15.58,nM,191.98,nM,,Table 2,,
107,Li2009_JMC__4,4,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),5.42±1.18,nM,5.42,nM,,Table 2,,
108,Li2009_JMC__4,4,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),1413,ratio,1413.0,ratio,,Table 2,,
109,Li2009_JMC__4,4,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),40,ratio,40.0,ratio,,Table 2,,
110,Li2009_JMC__5,5,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.48±0.12,nM,0.48,nM,,Table 2,,
111,Li2009_JMC__5,5,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),186.64±32.07,nM,186.64,nM,,Table 2,,
112,Li2009_JMC__5,5,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),19.56±9.06,nM,19.56,nM,,Table 2,,
113,Li2009_JMC__5,5,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),389,ratio,389.0,ratio,,Table 2,,
114,Li2009_JMC__5,5,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),41,ratio,41.0,ratio,,Table 2,,
115,Li2009_JMC__6(NAP),6(NAP),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.37±0.07,nM,0.37,nM,,Table 2,,
116,Li2009_JMC__6(NAP),6(NAP),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),277.51±7.97,nM,277.51,nM,,Table 2,,
117,Li2009_JMC__6(NAP),6(NAP),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),60.72±5.58,nM,60.72,nM,,Table 2,,
118,Li2009_JMC__6(NAP),6(NAP),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),747,ratio,747.0,ratio,,Table 2,,
119,Li2009_JMC__6(NAP),6(NAP),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),163,ratio,163.0,ratio,,Table 2,,
120,Li2009_JMC__7,7,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),1.41±0.62,nM,1.41,nM,,Table 2,,
121,Li2009_JMC__7,7,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),385.84±83.99,nM,385.84,nM,,Table 2,,
122,Li2009_JMC__7,7,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),41.69±6.06,nM,41.69,nM,,Table 2,,
123,Li2009_JMC__7,7,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),274,ratio,274.0,ratio,,Table 2,,
124,Li2009_JMC__7,7,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),30,ratio,30.0,ratio,,Table 2,,
125,Li2009_JMC__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.92±0.30,nM,0.92,nM,,Table 2,,
126,Li2009_JMC__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),478.82±19.94,nM,478.82,nM,,Table 2,,
127,Li2009_JMC__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),7.79±1.53,nM,7.79,nM,,Table 2,,
128,Li2009_JMC__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),522,ratio,522.0,ratio,,Table 2,,
129,Li2009_JMC__8,8,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),8,ratio,8.0,ratio,,Table 2,,
130,Li2009_JMC__9(NAQ),9(NAQ),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.55±0.15,nM,0.55,nM,,Table 2,,
131,Li2009_JMC__9(NAQ),9(NAQ),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),132.50±27.01,nM,132.5,nM,,Table 2,,
132,Li2009_JMC__9(NAQ),9(NAQ),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),26.45±5.22,nM,26.45,nM,,Table 2,,
133,Li2009_JMC__9(NAQ),9(NAQ),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR/MOR,DOR/MOR,selectivity_ratio,Ki(DOR)/Ki(MOR),241,ratio,241.0,ratio,,Table 2,,
134,Li2009_JMC__9(NAQ),9(NAQ),,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR/MOR,KOR/MOR,selectivity_ratio,Ki(KOR)/Ki(MOR),48,ratio,48.0,ratio,,Table 2,,
135,Li2009_JMC__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",MOR,MOR,binding_affinity,Ki (radioligand binding),0.10±0.06,nM,0.1,nM,,Table 2,,
136,Li2009_JMC__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",DOR,DOR,binding_affinity,Ki (radioligand binding),15.42±9.74,nM,15.42,nM,,Table 2,,
137,Li2009_JMC__10,10,,,,"В статье структура дана только как 2D-картинка / запись в таблице R-групп — однозначного названия для поиска нет (см. README, 'Известные ограничения').",Li2009_JMC,J.Med.Chem,2009,10.1021/jm801272c,"Design, Synthesis, and Biological Evaluation of 6r- and 6(cid:1)-N-Heterocyclic Substituted Naltrexamine Derivatives as µ Opioid Receptor Selective Antagonists",KOR,KOR,binding_affinity,Ki (radioligand binding),1.58±0.68,nM,1.58,nM,,Table 2,,
